NAME,STATEFP,INTPTLAT,INTPTLON
Holmes,39,+40.5655971,-081.9300012
Holt,31,+42.4592867,-098.7847662
Holt,29,+40.0957240,-095.2190716
Honolulu,15,+21.4613654,-158.2019740
Hood,48,+32.4301490,-097.8316766
Hood River,41,+45.5117753,-121.6559762
Hooker,31,+41.9203170,-101.1173240
Hoonah-Angoon,02,+58.4033360,-135.8849090
Hopewell,51,+37.2910098,-077.2989443
Hopkins,48,+33.1489673,-095.5654337
Hopkins,21,+37.3110702,-087.5421956
Hormigueros,72,+18.1346949,-067.1161994
Horry,45,+33.9092694,-078.9766749
Hot Spring,05,+34.3151767,-092.9441474
Hot Springs,56,+43.7202092,-108.4350765
Houghton,26,+46.9984270,-088.6519034
Houston,48,+31.3230362,-095.4215995
Houston,47,+36.2857824,-087.7055983
Houston,01,+31.1581831,-085.2964111
Houston,13,+32.4581466,-083.6623089
Houston,27,+43.6669899,-091.5015556
Howard,19,+43.3653125,-092.3219084
Howard,29,+39.1433650,-092.6959255
Howard,24,+39.2522639,-076.9244057
Howard,05,+34.0830639,-093.9909315
Howard,18,+40.4835368,-086.1141178
Howard,31,+41.2168513,-098.5133417
Howard,48,+32.3034298,-101.4387208
Howell,29,+36.7743685,-091.8873677
Hubbard,27,+47.0955506,-094.9132898
Hudson,34,+40.7313751,-074.0786014
Hudspeth,48,+31.4508678,-105.3775489
Huerfano,08,+37.6878154,-104.9599278
Hughes,40,+35.0529339,-096.2511829
Hughes,46,+44.3844521,-099.9756842
Humacao,72,+18.1354025,-065.7862286
Humboldt,32,+41.4079136,-118.1275915
Humboldt,06,+40.7066554,-123.9261757
Humboldt,19,+42.7822212,-094.2027754
Humphreys,47,+36.0408218,-087.7904526
Humphreys,28,+33.1309962,-090.5234209
Hunt,48,+33.1233077,-096.0842298
Hunterdon,34,+40.5652832,-074.9119695
Huntingdon,42,+40.4223108,-077.9685953
Huntington,18,+40.8263938,-085.4785975
Huron,26,+43.9076160,-082.8570449
Huron,39,+41.1450798,-082.5946410
Hutchinson,46,+43.3367101,-097.7493828
Hutchinson,48,+35.8370470,-101.3627461
Hyde,37,+35.4081567,-076.1536867
Hyde,46,+44.5371743,-099.4727359
Iberia,22,+29.6060126,-091.8427057
Iberville,22,+30.2706526,-091.3658718
Ida,19,+42.3918601,-095.5074206
Idaho,16,+45.8496440,-115.4673371
Imperial,06,+33.0408143,-115.3554001
Independence,05,+35.7374992,-091.5599423
Indian River,12,+27.7005283,-080.5747894
Indiana,42,+40.6514319,-079.0875451
Ingham,26,+42.6035338,-084.3738107
Inyo,06,+36.5621604,-117.4042092
Ionia,26,+42.9446503,-085.0737660
Iosco,26,+44.3869118,-083.3801412
Iowa,19,+41.6839184,-092.0591226
Iowa,55,+43.0010208,-090.1336915
Iredell,37,+35.8062505,-080.8745238
Irion,48,+31.3034241,-100.9813037
Iron,26,+46.1702542,-088.5405261
Iron,29,+37.6259709,-090.6995869
Iron,55,+46.3265500,-090.2612985
Iron,49,+37.9093044,-113.3067405
Iroquois,17,+40.7488665,-087.8336010
Irwin,13,+31.6043062,-083.2770374
Isabela,72,+18.4839982,-067.0139780
Isabella,26,+43.6452331,-084.8394245
Isanti,27,+45.5624313,-093.2963388
Island,53,+48.1585538,-122.6706492
Isle of Wight,51,+36.9014184,-076.7075688
Issaquena,28,+32.7555393,-091.0035351
Itasca,27,+47.4908166,-093.6111022
Itawamba,28,+34.2810747,-088.3631269
Izard,05,+36.0948792,-091.9136252
Jack,48,+33.2321604,-098.1711775
Jackson,55,+44.3245897,-090.7995104
Jackson,41,+42.4116214,-122.6756106
Jackson,27,+43.6711110,-095.1497314
Jackson,22,+32.3042901,-092.5616997
Jackson,54,+38.8342339,-081.6777168
Jackson,26,+42.2484738,-084.4208679
Jackson,47,+36.3542499,-085.6741278
Jackson,19,+42.1642256,-090.5745819
Jackson,01,+34.7641140,-085.9800556
Jackson,39,+39.0134773,-082.6141420
Jackson,48,+28.9598019,-096.5890800
Jackson,46,+43.6775060,-101.6263229
Jackson,40,+34.5940059,-099.4122347
Jackson,05,+35.5964674,-091.2232051
Jackson,37,+35.2854541,-083.1239657
Jackson,29,+39.0053640,-094.3432105
Jackson,21,+37.4034585,-084.0205757
Jackson,28,+30.4560045,-088.6251005
Jackson,08,+40.6634319,-106.3292476
Jackson,18,+38.9119571,-086.0425161
Jackson,12,+30.7892485,-085.2088141
Jackson,13,+34.1309052,-083.5625568
Jackson,17,+37.7860959,-089.3812119
Jackson,20,+39.4111453,-095.7944850
James City,51,+37.3248367,-076.7778878
Jasper,28,+32.0167482,-089.1191761
Jasper,18,+41.0176883,-087.1188137
Jasper,13,+33.3169807,-083.6891515
Jasper,29,+37.2051967,-094.3372594
Jasper,19,+41.6855513,-093.0541468
Jasper,17,+39.0048857,-088.1507245
Jasper,48,+30.7529323,-094.0222943
Jasper,45,+32.4305900,-081.0216270
Jay,18,+40.4349560,-085.0023313
Jayuya,72,+18.2111522,-066.5868700
Jeff Davis,48,+30.6253574,-104.1918730
Jeff Davis,13,+31.8116153,-082.6368248
Jefferson,16,+43.7969649,-112.3185879
Jefferson,48,+29.8539997,-094.1493306
Jefferson,19,+41.0063762,-091.9666277
Jefferson,31,+40.1757356,-097.1431027
Jefferson,42,+41.1380282,-079.0124190
Jefferson,08,+39.5795106,-105.2454620
Jefferson,05,+34.2772390,-091.9296730
Jefferson,47,+36.0484520,-083.4412156
Jefferson,53,+47.8057075,-123.5270572
Jefferson,36,+43.9963890,-076.0529678
Jefferson,18,+38.7836039,-085.4400900
Jefferson,13,+33.0581756,-082.4200036
Jefferson,54,+39.3073985,-077.8632200
Jefferson,12,+30.3968980,-083.9217606
Jefferson,22,+29.5033000,-090.0362310
Jefferson,55,+43.0138045,-088.7739847
Jefferson,40,+34.1050824,-097.8388896
Jefferson,20,+39.2396440,-095.3753140
Jefferson,39,+40.3993836,-080.7635272
Jefferson,29,+38.2576296,-090.5436807
Jefferson,21,+38.1895321,-085.6576243
Jefferson,17,+38.3007796,-088.9242100
Jefferson,28,+31.7336333,-091.0438779
Jefferson,30,+46.1242317,-112.0594284
Jefferson,41,+44.6451505,-121.1786315
Jefferson,01,+33.5534439,-086.8965359
Jefferson Davis,22,+30.2695293,-092.8162205
Jefferson Davis,28,+31.5648075,-089.8270863
Jenkins,13,+32.7945631,-081.9715244
Jennings,18,+38.9962289,-085.6281030
Jerauld,46,+44.0634099,-098.6231702
Jerome,16,+42.6913953,-114.2620858
Jersey,17,+39.0801945,-090.3613850
Jessamine,21,+37.8732908,-084.5839603
Jewell,20,+39.7770053,-098.2226185
Jim Hogg,48,+27.0532315,-098.7475716
Jim Wells,48,+27.7335157,-098.0908141
Jo Daviess,17,+42.3623905,-090.2114705
Johnson,29,+38.7415280,-093.8118634
Johnson,05,+35.5733586,-093.4663223
Johnson,48,+32.3796540,-097.3649061
Johnson,20,+38.8839065,-094.8223295
Johnson,18,+39.4960920,-086.0942641
Johnson,13,+32.6945842,-082.6639696
Johnson,19,+41.6706680,-091.5905285
Johnson,31,+40.3949552,-096.2652638
Johnson,17,+37.4607092,-088.8821305
Johnson,56,+44.0440477,-106.5885406
Johnson,47,+36.4532029,-081.8612467
Johnson,21,+37.8477561,-082.8301215
Johnston,40,+34.3134553,-096.6542545
Johnston,37,+35.5134188,-078.3673482
Jones,46,+43.9519910,-100.6861382
Jones,13,+33.0216636,-083.5621958
Jones,48,+32.7437089,-099.8744297
Jones,19,+42.1251175,-091.1169141
Jones,37,+35.0322677,-077.3561946
Jones,28,+31.6166011,-089.1685317
Josephine,41,+42.3869829,-123.5716197
Juab,49,+39.7141200,-112.7904710
Juana Díaz,72,+17.9979735,-066.4904965
Judith Basin,30,+47.0325580,-110.3053200
Juncos,72,+18.2241334,-065.9085417
Juneau,02,+58.3729099,-134.1784454
Juneau,55,+43.9328362,-090.1139837
Juniata,42,+40.5306730,-077.4004377
Kalamazoo,26,+42.2462657,-085.5328544
Kalawao,15,+21.2187644,-156.9740097
Kalkaska,26,+44.6788808,-085.0889915
Kanabec,27,+45.9477598,-093.2977883
Kanawha,54,+38.3280675,-081.5235156
Kandiyohi,27,+45.1527137,-095.0049812
Kane,49,+37.2750892,-111.8153290
Kane,17,+41.9395938,-088.4280395
Kankakee,17,+41.1395105,-087.8611165
Karnes,48,+28.9089957,-097.8522048
Kauai,15,+22.0120383,-159.7059653
Kaufman,48,+32.5989442,-096.2883773
Kay,40,+36.8148851,-097.1438616
Kearney,31,+40.5091198,-098.9476019
Kearny,20,+37.9944614,-101.3081363
Keith,31,+41.1942448,-101.6444493
Kemper,28,+32.7501361,-088.6256306
Kenai Peninsula,02,+60.3666677,-152.3222833
Kendall,17,+41.5881403,-088.4306257
Kendall,48,+29.9435246,-098.7092693
Kenedy,48,+26.8902129,-097.5911434
Kennebec,23,+44.4170119,-069.7657639
Kenosha,55,+42.5875256,-087.8799955
Kent,26,+43.0324971,-085.5474460
Kent,24,+39.2412793,-076.1259867
Kent,48,+33.1847797,-100.7697199
Kent,10,+39.0970884,-075.5029819
Kent,44,+41.6751180,-071.5802819
Kenton,21,+38.9305031,-084.5334381
Keokuk,19,+41.3311823,-092.1677213
Kern,06,+35.3466288,-118.7295064
Kerr,48,+30.0599530,-099.3533388
Kershaw,45,+34.3383561,-080.5908847
Ketchikan Gateway,02,+55.4499378,-131.1066847
Kewaunee,55,+44.6056771,-087.4480081
Keweenaw,26,+47.3672969,-088.3513318
Keya Paha,31,+42.8754803,-099.7183514
Kidder,38,+46.9382725,-099.7311980
Kimball,31,+41.1992736,-103.7031528
Kimble,48,+30.4794720,-099.7463959
King,53,+47.4905518,-121.8339765
King,48,+33.6142675,-100.2453455
King George,51,+38.2771799,-077.1626355
King William,51,+37.7082604,-077.0910539
King and Queen,51,+37.7177719,-076.9055814
Kingfisher,40,+35.9494357,-097.9345565
Kingman,20,+37.5529509,-098.1445285
Kings,06,+36.0724780,-119.8155301
Kings,36,+40.6350451,-073.9506398
Kingsbury,46,+44.3629687,-097.4993130
Kinney,48,+29.3470865,-100.4177003
Kiowa,40,+34.9214893,-098.9816168
Kiowa,20,+37.5612311,-099.2865389
Kiowa,08,+38.3876630,-102.7568494
Kit Carson,08,+39.3053399,-102.6030226
Kitsap,53,+47.6395948,-122.6496339
Kittitas,53,+47.1244411,-120.6767092
Kittson,27,+48.7760403,-096.7803493
Klamath,41,+42.6837613,-121.6461682
Kleberg,48,+27.4387348,-097.6606203
Klickitat,53,+45.8704463,-120.7793049
Knott,21,+37.3543684,-082.9525461
Knox,29,+40.1368559,-092.1468345
Knox,48,+33.6118897,-099.7303563
Knox,18,+38.6883810,-087.4203583
Knox,47,+35.9927265,-083.9377209
Knox,21,+36.8885003,-083.8555508
Knox,23,+44.0420446,-069.0385145
Knox,17,+40.9309446,-090.2137921
Knox,39,+40.4036198,-082.4223929
Knox,31,+42.6344045,-097.8913492
Kodiak Island,02,+57.7044003,-153.9183721
Koochiching,27,+48.2453743,-093.7828956
Kootenai,16,+47.6759569,-116.6959192
Kosciusko,18,+41.2442928,-085.8615754
Kossuth,19,+43.2123560,-094.2139652
Kusilvak,02,+62.2835878,-163.1901714
La Crosse,55,+43.9082222,-091.1117584
La Paz,04,+33.7276104,-114.0388060
La Plata,08,+37.2873673,-107.8397178
La Salle,48,+28.3510976,-099.0967743
LaGrange,18,+41.6424623,-085.4278448
LaMoure,38,+46.4641952,-098.5260571
LaPorte,18,+41.5490129,-086.7447386
LaSalle,22,+31.6800826,-092.1615956
LaSalle,17,+41.3433407,-088.8859312
Labette,20,+37.1914676,-095.2974732
Lac qui Parle,27,+44.9998261,-096.1768514
Lackawanna,42,+41.4366359,-075.6087683
Laclede,29,+37.6596977,-092.5948430
Lafayette,28,+34.3530780,-089.4853847
Lafayette,22,+30.2065065,-092.0641700
Lafayette,55,+42.6555782,-090.1302916
Lafayette,29,+39.0687048,-093.8026388
Lafayette,12,+29.9900661,-083.1785097
Lafayette,05,+33.2406294,-093.6115140
Lafourche,22,+29.4919925,-090.3948490
Lajas,72,+17.9785111,-067.0401109
Lake,39,+41.7781416,-081.1973297
Lake,18,+41.4722470,-087.3743368
Lake,47,+36.3339054,-089.4855365
Lake,26,+43.9951867,-085.8113997
Lake,12,+28.7641128,-081.7122822
Lake,41,+42.7884009,-120.3897896
Lake,46,+44.0284497,-097.1232229
Lake,27,+47.5171114,-091.4117038
Lake,08,+39.2053405,-106.3500790
Lake,17,+42.1859677,-087.8059389
Lake,30,+47.6429007,-114.0836866
Lake,06,+39.1080094,-122.7452171
Lake and Peninsula,02,+58.1085067,-156.4134134
Lake of the Woods,27,+48.7681003,-094.9046335
Lamar,13,+33.0744405,-084.1466893
Lamar,48,+33.6672628,-095.5703477
Lamar,28,+31.1975865,-089.5063691
Lamar,01,+33.7870852,-088.0874309
Lamb,48,+34.0688615,-102.3480182
Lamoille,50,+44.6111921,-072.6326590
Lampasas,48,+31.1967308,-098.2408885
Lancaster,31,+40.7835474,-096.6886584
Lancaster,45,+34.6868182,-080.7036885
Lancaster,42,+40.0419921,-076.2501980
Lancaster,51,+37.7048433,-076.4126628
Lander,32,+39.9002105,-117.0472398
Lane,20,+38.4812863,-100.4661853
Lane,41,+43.9283337,-122.8975806
Langlade,55,+45.2548634,-089.0670703
Lanier,13,+31.0381973,-083.0631635
Lapeer,26,+43.0886327,-083.2243247
Laramie,56,+41.2928302,-104.6603950
Lares,72,+18.2769246,-066.8695875
Larimer,08,+40.6580933,-105.4867638
Larue,21,+37.5444624,-085.6968413
Las Animas,08,+37.3188308,-104.0441103
Las Marías,72,+18.2275938,-066.9775799
Las Piedras,72,+18.1871483,-065.8711890
Lassen,06,+40.7152866,-120.6212225
Latah,16,+46.8189202,-116.7309737
Latimer,40,+34.8751365,-095.2722625
Lauderdale,47,+35.7629507,-089.6277318
Lauderdale,01,+34.9041677,-087.6511075
Lauderdale,28,+32.4039981,-088.6604487
Laurel,21,+37.1132678,-084.1193950
Laurens,45,+34.4836761,-082.0054976
Laurens,13,+32.3932197,-082.9263171
Lavaca,48,+29.3825778,-096.9236334
Lawrence,29,+37.1065898,-093.8305507
Lawrence,21,+38.0744531,-082.7382903
Lawrence,46,+44.3485137,-103.8063624
Lawrence,39,+38.6038659,-082.5171856
Lawrence,47,+35.2204764,-087.3965460
Lawrence,42,+40.9927352,-080.3344455
Lawrence,28,+31.5500087,-090.1075299
Lawrence,01,+34.5297760,-087.3218651
Lawrence,17,+38.7189542,-087.7302207
Lawrence,05,+36.0410983,-091.1011529
Lawrence,18,+38.8398148,-086.4878198
Le Flore,40,+34.8973562,-094.6950743
Le Sueur,27,+44.3734209,-093.7301060
Lea,35,+32.7956865,-103.4132707
Leake,28,+32.7606302,-089.5222495
Leavenworth,20,+39.1895108,-095.0389770
Lebanon,42,+40.3714482,-076.4648185
Lee,01,+32.6040644,-085.3530477
Lee,21,+37.6081160,-083.7192475
Lee,17,+41.7474465,-089.2993616
Lee,12,+26.5632731,-081.9841817
Lee,37,+35.4763365,-079.1721174
Lee,48,+30.3214983,-096.9768226
Lee,05,+34.7795048,-090.7797172
Lee,19,+40.6475875,-091.4771574
Lee,45,+34.1586401,-080.2512086
Lee,28,+34.2923703,-088.6824388
Lee,51,+36.7017206,-083.1301117
Lee,13,+31.8184185,-084.1466814
Leelanau,26,+45.1461816,-086.0515740
Leflore,28,+33.5497896,-090.2949343
Lehigh,42,+40.6142409,-075.5906269
Lemhi,16,+44.9285059,-113.8870422
Lenawee,26,+41.8960225,-084.0743563
Lenoir,37,+35.2400662,-077.6355141
Leon,48,+31.3004926,-095.9956219
Leon,12,+30.4593104,-084.2778004
Leslie,21,+37.0878462,-083.3886172
Letcher,21,+37.1185357,-082.8612507
Levy,12,+29.2718541,-082.8312330
Lewis,53,+46.5800714,-122.3774443
Lewis,36,+43.7827061,-075.4441316
Lewis,29,+40.0845592,-091.7288031
Lewis,21,+38.5350468,-083.3701427
Lewis,16,+46.2363277,-116.4237600
Lewis,54,+38.9888773,-080.4954773
Lewis,47,+35.5232441,-087.4969827
Lewis and Clark,30,+47.1320133,-112.3733673
Lexington,45,+33.8923727,-081.2729025
Lexington,51,+37.7823316,-079.4443196
Liberty,30,+48.5596541,-111.0369242
Liberty,13,+31.8074582,-081.4578709
Liberty,48,+30.1585081,-094.8440607
Liberty,12,+30.2598494,-084.8685805
Licking,39,+40.0915047,-082.4834352
Limestone,01,+34.8102387,-086.9813995
Limestone,48,+31.5475427,-096.5936230
Lincoln,56,+42.2299932,-110.6829614
Lincoln,37,+35.4884909,-081.2268928
Lincoln,13,+33.7921507,-082.4482992
Lincoln,40,+35.7031175,-096.8813917
Lincoln,22,+32.6018231,-092.6623026
Lincoln,28,+31.5352155,-090.4535663
Lincoln,05,+33.9563846,-091.7423550
Lincoln,08,+38.9937401,-103.5075545
Lincoln,27,+44.4082382,-096.2720323
Lincoln,30,+48.5523847,-115.4631849
Lincoln,31,+41.0503221,-100.7444808
Lincoln,41,+44.6410607,-123.9112121
Lincoln,20,+39.0472801,-098.2142837
Lincoln,35,+33.7408411,-105.4498055
Lincoln,46,+43.2794204,-096.7222862
Lincoln,21,+37.4571737,-084.6583354
Lincoln,23,+43.9947814,-069.5136244
Lincoln,29,+39.0622547,-090.9629165
Lincoln,32,+37.6346050,-114.8630367
Lincoln,47,+35.1427838,-086.5934033
Lincoln,55,+45.3331480,-089.7322400
Lincoln,54,+38.1717696,-082.0776231
Lincoln,53,+47.5827433,-118.4176925
Lincoln,16,+42.9907824,-114.1530888
Linn,41,+44.4888982,-122.5372084
Linn,19,+42.0779506,-091.5976735
Linn,20,+38.2165494,-094.8449321
Linn,29,+39.8644404,-093.1080190
Lipscomb,48,+36.2801998,-100.2726827
Little River,05,+33.7019411,-094.2362871
Live Oak,48,+28.3515349,-098.1269608
Livingston,29,+39.7785870,-093.5482013
Livingston,26,+42.6025316,-083.9117183
Livingston,17,+40.8943761,-088.5528518
Livingston,21,+37.2095174,-088.3634261
Livingston,22,+30.4404194,-090.7274738
Livingston,36,+42.7290418,-077.7784630
Llano,48,+30.7075845,-098.6846901
Logan,05,+35.2186538,-093.7209102
Logan,39,+40.3875532,-083.7663430
Logan,38,+46.4692780,-099.5045846
Logan,54,+37.8305905,-081.9408530
Logan,21,+36.8596070,-086.8812881
Logan,31,+41.5421555,-100.4436647
Logan,40,+35.9142774,-097.4509518
Logan,20,+38.9132702,-101.1574016
Logan,08,+40.7280911,-103.0904639
Logan,17,+40.1292768,-089.3653086
Long,13,+31.7495633,-081.7428697
Lonoke,05,+34.7551137,-091.8941320
Lorain,39,+41.4388045,-082.1797220
Los Alamos,35,+35.8700469,-106.3079679
Los Angeles,06,+34.1963983,-118.2618616
Loudon,47,+35.7350854,-084.3140848
Loudoun,51,+39.0812000,-077.6388976
Louisa,19,+41.2182111,-091.2569936
Louisa,51,+37.9727041,-077.9597950
Loup,31,+41.9027898,-099.5092764
Love,40,+33.9578039,-097.2450928
Loving,48,+31.8449361,-103.5612293
Lower Connecticut River Valley,09,+41.4203071,-072.4935251
Lowndes,28,+33.4714237,-088.4397227
Lowndes,01,+32.1478880,-086.6505859
Lowndes,13,+30.8331450,-083.2689952
Loíza,72,+18.4455028,-065.9426487
Lubbock,48,+33.6114688,-101.8199438
Lucas,39,+41.6823213,-083.4689033
Lucas,19,+41.0333440,-093.3314666
Luce,26,+46.5109878,-085.5175518
Lumpkin,13,+34.5681403,-083.9989251
Luna,35,+32.1845231,-107.7471911
Lunenburg,51,+36.9455547,-078.2405281
Luquillo,72,+18.3679961,-065.7099036
Luzerne,42,+41.1730778,-075.9760533
Lycoming,42,+41.3438824,-077.0552624
Lyman,46,+43.8948122,-099.8419253
Lynchburg,51,+37.3990161,-079.1954582
Lynn,48,+33.1784124,-101.8184933
Lyon,20,+38.4554034,-096.1616407
Lyon,27,+44.4091953,-095.8472678
Lyon,32,+39.0222125,-119.1974246
Lyon,21,+37.0239759,-088.0833909
Lyon,19,+43.3835796,-096.2072011
Mackinac,26,+46.1678678,-085.3037625
Macomb,26,+42.6715526,-082.9114562
Macon,13,+32.3626859,-084.0512306
Macon,17,+39.8602372,-088.9615288
Macon,47,+36.5377572,-086.0009596
Macon,01,+32.3870267,-085.6928870
Macon,37,+35.1529593,-083.4219010
Macon,29,+39.8297950,-092.5643400
Macoupin,17,+39.2659138,-089.9263301
Madera,06,+37.2098213,-119.7498023
Madison,29,+37.4744807,-090.3434128
Madison,16,+43.7886140,-111.6569925
Madison,19,+41.3306216,-094.0151842
Madison,37,+35.8642058,-082.7126309
Madison,21,+37.7255107,-084.2783618
Madison,51,+38.4120586,-078.2769614
Madison,36,+42.9100255,-075.6635749
Madison,31,+41.9099293,-097.6068564
Madison,48,+30.9668782,-095.9303719
Madison,01,+34.7642377,-086.5510802
Madison,17,+38.8271195,-089.9002267
Madison,12,+30.4472325,-083.4704159
Madison,05,+36.0125452,-093.7240531
Madison,13,+34.1274796,-083.2086525
Madison,39,+39.8966098,-083.4008874
Madison,18,+40.1662030,-085.7224543
Madison,22,+32.3468782,-091.2319321
Madison,47,+35.6060563,-088.8334238
Madison,30,+45.3252895,-111.9137914
Madison,28,+32.6343703,-090.0341603
Magoffin,21,+37.6989830,-083.0697210
Mahaska,19,+41.3307973,-092.6363661
Mahnomen,27,+47.3283866,-095.8110885
Mahoning,39,+41.0108798,-080.7703956
Major,40,+36.3131189,-098.5420147
Malheur,41,+43.1886252,-117.6031915
Manassas,51,+38.7468077,-077.4826328
Manassas Park,51,+38.7693983,-077.4423230
Manatee,12,+27.4755558,-082.3931438
Manatí,72,+18.4448026,-066.4931369
Manistee,26,+44.2452677,-086.3275365
Manitowoc,55,+44.1561370,-087.5773525
Manu'a,60,-14.2198008,-169.5076973
Marathon,55,+44.8980363,-089.7578230
Marengo,01,+32.2475911,-087.7910910
Maricao,72,+18.1739559,-066.9355468
Maricopa,04,+33.3451756,-112.4989296
Maries,29,+38.1626154,-091.9236010
Marin,06,+38.0513667,-122.7463958
Marinette,55,+45.3468989,-087.9911980
Marion,47,+35.1334215,-085.6183990
Marion,20,+38.3596474,-097.1027707
Marion,41,+44.9008984,-122.5762602
Marion,01,+34.1382194,-087.8815510
Marion,29,+39.8075383,-091.6353791
Marion,19,+41.3314327,-093.0938678
Marion,13,+32.3593118,-084.5287354
Marion,28,+31.2301672,-089.8217120
Marion,39,+40.5880337,-083.1688034
Marion,45,+34.0836195,-079.3540014
Marion,17,+38.6482361,-088.9203624
Marion,48,+32.7981821,-094.3568533
Marion,54,+39.5058387,-080.2434018
Marion,12,+29.2028047,-082.0431004
Marion,18,+39.7829759,-086.1357939
Marion,05,+36.2666636,-092.6785765
Marion,21,+37.5526040,-085.2689592
Mariposa,06,+37.5743432,-119.9117215
Marlboro,45,+34.6016700,-079.6794351
Marquette,26,+46.6565964,-087.5840278
Marquette,55,+43.8260529,-089.4090953
Marshall,18,+41.3250032,-086.2690363
Marshall,40,+34.0270069,-096.7705327
Marshall,54,+39.8544259,-080.6717944
Marshall,01,+34.3095637,-086.3216681
Marshall,27,+48.3627284,-096.3577610
Marshall,19,+42.0416996,-092.9814034
Marshall,17,+41.0311192,-089.3423714
Marshall,21,+36.8820170,-088.3327524
Marshall,28,+34.7661897,-089.5042310
Marshall,47,+35.4683285,-086.7658677
Marshall,20,+39.7827091,-096.5212426
Marshall,46,+45.7370443,-097.5808695
Martin,21,+37.7967740,-082.5066231
Martin,48,+32.3098298,-101.9618363
Martin,12,+27.0836036,-080.3982011
Martin,27,+43.6771732,-094.5470963
Martin,18,+38.7053220,-086.8018468
Martin,37,+35.8473006,-077.1196022
Martinsville,51,+36.6835269,-079.8636475
Mason,26,+43.9571957,-086.4429369
Mason,17,+40.2369926,-089.9135746
Mason,21,+38.5941366,-083.8281251
Mason,54,+38.7709140,-082.0290067
Mason,53,+47.3508322,-123.1731033
Mason,48,+30.7039159,-099.2373018
Massac,17,+37.2161190,-088.7056578
Matagorda,48,+28.7747601,-096.0015316
Matanuska-Susitna,02,+62.2656263,-149.5039935
Mathews,51,+37.4253479,-076.2688078
Maui,15,+20.8559308,-156.6015502
Maunabo,72,+17.9997862,-065.8964028
Maury,47,+35.6156963,-087.0777632
Maverick,48,+28.7297873,-100.3166780
Mayagüez,72,+18.0838502,-067.8863370
Mayes,40,+36.3038040,-095.2356382
McClain,40,+35.0164359,-097.4498032
McCone,30,+47.6296277,-105.7572220
McCook,46,+43.6804155,-097.3580479
McCormick,45,+33.8975992,-082.3161961
McCracken,21,+37.0541106,-088.7124544
McCreary,21,+36.7311363,-084.4910515
McCulloch,48,+31.2054766,-099.3598557
McCurtain,40,+34.1170728,-094.7660863
McDonald,29,+36.6279546,-094.3437164
McDonough,17,+40.4558082,-090.6789543
McDowell,54,+37.3827604,-081.6582040
McDowell,37,+35.6822711,-082.0480438
McDuffie,13,+33.4806126,-082.4795333
McHenry,38,+48.2338417,-100.6332668
McHenry,17,+42.3242982,-088.4522450
McIntosh,38,+46.1086815,-099.4164868
McIntosh,40,+35.3691078,-095.6717865
McIntosh,13,+31.4856290,-081.3721413
McKean,42,+41.8145902,-078.5724631
McKenzie,38,+47.7424751,-103.4032148
McKinley,35,+35.5840616,-108.2532938
McLean,17,+40.4945594,-088.8445391
McLean,38,+47.6532061,-101.4219144
McLean,21,+37.5267075,-087.2655972
McLennan,48,+31.5495958,-097.2015108
McLeod,27,+44.8216571,-094.2723231
McMinn,47,+35.4244722,-084.6199488
McMullen,48,+28.3849220,-098.5788529
McNairy,47,+35.1753751,-088.5637397
McPherson,20,+38.3958120,-097.6474893
McPherson,31,+41.6484137,-101.1208507
McPherson,46,+45.7842491,-099.2114212
Meade,20,+37.2438862,-100.3600936
Meade,46,+44.6052822,-102.7141689
Meade,21,+37.9674757,-086.2008628
Meagher,30,+46.5856996,-110.9217396
Mecklenburg,37,+35.2468623,-080.8338317
Mecklenburg,51,+36.6872563,-078.3689592
Mecosta,26,+43.6352949,-085.3327509
Medina,48,+29.3536614,-099.1110845
Medina,39,+41.1161742,-081.8997641
Meeker,27,+45.1231555,-094.5273460
Meigs,47,+35.5122030,-084.8161015
Meigs,39,+39.0898068,-082.0283968
Mellette,46,+43.5813343,-100.7552096
Menard,48,+30.8852677,-099.8588613
Menard,17,+40.0225693,-089.7941326
Mendocino,06,+39.4323876,-123.4428811
Menifee,21,+37.9354855,-083.5893550
Menominee,26,+45.5355685,-087.5014573
Menominee,55,+44.9913041,-088.6692512
Merced,06,+37.1948063,-120.7228019
Mercer,17,+41.2056046,-090.7417698
Mercer,38,+47.3071473,-101.8333279
Mercer,42,+41.3000142,-080.2527863
Mercer,54,+37.4034477,-081.1064560
Mercer,21,+37.8120852,-084.8796946
Mercer,29,+40.4214135,-093.5676313
Mercer,34,+40.2825026,-074.7037240
Mercer,39,+40.5353325,-084.6320588
Meriwether,13,+33.0292666,-084.6670579
Merrick,31,+41.1697896,-098.0310573
Merrimack,33,+43.2995786,-071.6800412
Mesa,08,+39.0195240,-108.4605707
Metcalfe,21,+36.9924298,-085.6334564
Miami,39,+40.0533257,-084.2284135
Miami,20,+38.5667718,-094.8329626
Miami,18,+40.7728833,-086.0442575
Miami-Dade,12,+25.6160085,-080.5037495
Middlesex,51,+37.6069753,-076.5280819
Middlesex,34,+40.4396214,-074.4074303
Middlesex,25,+42.4817182,-071.3949161
Midland,48,+31.8142693,-102.0024538
Midland,26,+43.6482031,-084.3794144
Mifflin,42,+40.6016153,-077.6518322
Milam,48,+30.7912420,-096.9843946
Millard,49,+38.9567436,-113.1330920
Mille Lacs,27,+45.9290434,-093.6329964
Miller,05,+33.3055054,-093.9015018
Miller,29,+38.2166802,-092.4298762
Miller,13,+31.1629309,-084.7303983
Mills,48,+31.4948885,-098.5946231
